time_s,mode,center_T,surface_T,center_C,surface_C
0.0,terminal_hold,28.0,28.0,2.55,2.55
3600.0,terminal_hold,40.38156671317549,42.997608938872204,2.5257376132663336,1.4710935945954988
7200.0,terminal_hold,48.45023538884823,49.00332433287503,2.170851543010404,1.2310926246371032
10800.0,terminal_hold,49.849495583760614,49.96641293508089,1.7661771010904808,1.0081231238518988
14400.0,terminal_hold,49.999391426253474,49.999443126439644,1.4536060034133214,0.8153461709156493
18000.0,terminal_hold,50.153910872743474,50.15870359974464,1.2089942101893532,0.6593622871296494
21600.0,terminal_hold,50.16451943878658,50.1647329669481,1.0155503988762395,0.5334558681751006
25200.0,terminal_hold,50.164982558861404,50.16499051547381,0.8621841260403319,0.43260690658329864
28800.0,terminal_hold,50.16499946338345,50.16499971420821,0.7403359207349456,0.3519552105601501
32400.0,terminal_hold,50.16499998580379,50.16499999258507,0.6434011465736127,0.2875236402816629
36000.0,terminal_hold,50.16499999967204,50.16499999983167,0.5661414453111239,0.23620366773122023
39600.0,terminal_hold,50.16499999999327,50.164999999996596,0.5043727714546148,0.19561837662901507
43200.0,terminal_hold,50.16499999999987,50.164999999999935,0.45475754012209535,0.16394882446346337
46800.0,terminal_hold,50.16499999999999,50.165,0.4146472572452125,0.1397068970753123
50400.0,terminal_hold,50.165,50.165,0.38195609898397204,0.12150258360512182
54000.0,terminal_hold,50.16499999999999,50.16500000000001,0.35505567124162707,0.10796173743780307
57600.0,terminal_hold,50.165000000000006,50.165,0.33268567268190447,0.09784147601258272
61200.0,terminal_hold,50.16499999999999,50.16500000000001,0.31387768701260294,0.09016134193201705
64800.0,terminal_hold,50.165000000000006,50.165000000000006,0.29789079927828416,0.08421940861992472
68400.0,terminal_hold,50.165000000000006,50.164999999999985,0.28415848360861473,0.0795332434856377
72000.0,terminal_hold,50.165,50.165,0.2722461870838957,0.07577237354575819
75600.0,terminal_hold,50.164999999999985,50.164999999999985,0.26181851626782054,0.07270720264184527
79200.0,terminal_hold,50.16499999999999,50.16499999999999,0.25261446656934156,0.07017500269410958
82800.0,terminal_hold,50.16500000000001,50.16499999999999,0.24442900377597832,0.06805803377371057
86400.0,terminal_hold,50.165,50.16499999999999,0.2370994615856008,0.06626943865138508
90000.0,terminal_hold,50.16499999999999,50.165000000000006,0.23049550146000278,0.06474400465551901
93600.0,terminal_hold,50.165,50.164999999999985,0.22451167461744734,0.06343199001152423
97200.0,terminal_hold,50.16500000000002,50.16499999999999,0.2190618767620578,0.0622949119144295
100800.0,terminal_hold,50.165000000000006,50.165000000000006,0.21407518118953225,0.06130261592112772
104400.0,terminal_hold,50.165000000000006,50.16500000000001,0.2094926803169533,0.0604311995410793
108000.0,terminal_hold,50.16500000000002,50.165,0.20526506990692128,0.0596615165024883
111600.0,terminal_hold,50.165000000000006,50.165000000000006,0.2013507845776357,0.058978082969942884
115200.0,terminal_hold,50.164999999999985,50.16499999999999,0.19771454598205063,0.058368266662425686
118800.0,terminal_hold,50.165000000000006,50.165000000000006,0.19432622257617402,0.05782167813250114
122400.0,terminal_hold,50.165000000000006,50.16500000000001,0.19115992669564863,0.05732970853480549
126000.0,terminal_hold,50.165,50.165000000000006,0.18819329390617673,0.05688517490685647
129600.0,terminal_hold,50.165000000000006,50.165000000000006,0.18540690351323275,0.056482045288322597
133200.0,terminal_hold,50.165000000000006,50.16499999999999,0.18278380925994892,0.05611522377479756
136800.0,terminal_hold,50.165000000000006,50.165,0.18030915669457245,0.05578038101886181
140400.0,terminal_hold,50.165000000000006,50.165,0.17796986920492536,0.05547381951651288
144000.0,terminal_hold,50.165,50.164999999999985,0.17575438883560313,0.055192365751453615
147600.0,terminal_hold,50.165000000000006,50.16499999999999,0.17365246110039317,0.05493328324610517
151200.0,terminal_hold,50.165000000000006,50.16499999999999,0.17165495534945316,0.054694202011743936
154800.0,terminal_hold,50.165,50.165,0.1697537140426844,0.054473060954787704
158400.0,terminal_hold,50.16499999999999,50.165,0.16794142565790487,0.054268060588612686
162000.0,terminal_hold,50.165,50.16499999999999,0.1662115170292401,0.05407762399512255
165600.0,terminal_hold,50.165,50.165,0.16455806174163837,0.053900364430404954
169200.0,terminal_hold,50.165,50.165000000000006,0.16297570185887592,0.053735058312029925
172800.0,terminal_hold,50.16499999999999,50.16499999999999,0.16145958077623265,0.0535806225891569
176400.0,terminal_hold,50.16499999999999,50.16499999999999,0.16000528539661044,0.053436095700502555
180000.0,terminal_hold,50.165,50.16499999999999,0.15860879615402146,0.05330062148382456
183600.0,terminal_hold,50.164999999999985,50.165,0.15726644366913137,0.053173435524847566
187200.0,terminal_hold,50.165,50.164999999999985,0.155974871031721,0.05305385353140775
190800.0,terminal_hold,50.165000000000006,50.165,0.15473100087517014,0.05294126139609493
194400.0,terminal_hold,50.16499999999999,50.165,0.15353200654660634,0.05283510667244747
198000.0,terminal_hold,50.165,50.165,0.15237528678959755,0.05273489123909203
201600.0,terminal_hold,50.165000000000006,50.165,0.15125844344923936,0.05264016496598576
205200.0,terminal_hold,50.165,50.165,0.15017926178612295,0.05255052022904053
208800.0,terminal_hold,50.165000000000006,50.165000000000006,0.14913569304909877,0.05246558714542804
