time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.747591686940407888e-17,1.841761010141461998e-14,8.236953082463658450e-20,3.569988232305826940e-21
2.000000000000000000e+00,3.227252477651668053e-16,3.526951381954764189e-14,1.502628573446775609e-19,8.500633452229758277e-21
3.000000000000000000e+00,6.997210310592300338e-16,5.045020125889376518e-14,2.093439907591285683e-19,1.498832453107703481e-20
4.000000000000000000e+00,1.256496468399574428e-15,6.640579539966882756e-14,2.711347154940548014e-19,1.810241624892372971e-20
5.000000000000000000e+00,1.882915457767616985e-15,8.014787073681411852e-14,3.320704136345199060e-19,2.121650796677042160e-20
6.000000000000000000e+00,2.708444603775237679e-15,9.511852963132992239e-14,4.063493436998142055e-19,3.055878312031049728e-20
7.000000000000000000e+00,3.650332427525186210e-15,1.095323725048466732e-13,5.157204920222853776e-19,3.393238248131108191e-20
8.000000000000000000e+00,4.679548675539322434e-15,1.231745632685597176e-13,6.320041088689912577e-19,3.600844362654221185e-20
9.000000000000000000e+00,5.989484239392342493e-15,1.384995596309840144e-13,7.333337922836965665e-19,3.814938168256181572e-20
1.000000000000000000e+01,7.409726486561120674e-15,1.532071417892551983e-13,7.643556022461152597e-19,4.333953454563963454e-20
1.100000000000000000e+01,8.594598743241961052e-15,1.642448662558385067e-13,7.887298815023012245e-19,4.541559569087076447e-20
1.200000000000000000e+01,9.455518333475478740e-15,1.715802201560210085e-13,8.324687067288169554e-19,4.801067212240967990e-20
1.300000000000000000e+01,1.008690679685834511e-14,1.765410768728972918e-13,9.209097674291285703e-19,5.008673326764080983e-20
1.400000000000000000e+01,1.056516615474526691e-14,1.799834766077516808e-13,9.746680592273569874e-19,5.423885555810306368e-20
1.500000000000000000e+01,1.093290416521211588e-14,1.824434852948761816e-13,1.064843258372772608e-18,5.890999313487310303e-20
1.600000000000000000e+01,1.122655239339070613e-14,1.842450421859842139e-13,1.113688157909872688e-18,6.150506956641201244e-20
1.700000000000000000e+01,1.145658644757146025e-14,1.855894363387500452e-13,1.218507192813945556e-18,6.565719185687427230e-20
1.800000000000000000e+01,1.164132024248225532e-14,1.866127988952645726e-13,1.275252056378742389e-18,7.240439057887542954e-20
1.900000000000000000e+01,1.179418561779290293e-14,1.874016986886050387e-13,1.370436988810014305e-18,8.070863515979996132e-20
2.000000000000000000e+01,1.192033451200688832e-14,1.880214258005121463e-13,1.428530626721003315e-18,8.537977273657000066e-20
2.100000000000000000e+01,1.202727403551501056e-14,1.885125552412984117e-13,1.556664189609254037e-18,9.368401731749450836e-20
2.200000000000000000e+01,1.211748202540704223e-14,1.889048243963720326e-13,1.627185819710155922e-18,1.019882618984190281e-19
2.300000000000000000e+01,1.219449123951394695e-14,1.892283671496133548e-13,1.718131747053395396e-18,1.066593994751890674e-19
2.400000000000000000e+01,1.225903766905050743e-14,1.894889988119466604e-13,1.801370392418394608e-18,1.118495523382668983e-19
2.500000000000000000e+01,1.231465407184768884e-14,1.897057513100331605e-13,1.877094437854609282e-18,1.201537969191913940e-19
2.600000000000000000e+01,1.236352388850934977e-14,1.898862902810003432e-13,1.952047755092999524e-18,1.243059192096536538e-19
2.700000000000000000e+01,1.240542632167105587e-14,1.900377526973461658e-13,2.014091375017836526e-18,1.269009956411925632e-19
2.800000000000000000e+01,1.244256934497715683e-14,1.901670111992538455e-13,2.093283697344259596e-18,1.269009956411925632e-19
2.900000000000000000e+01,1.247510015667061204e-14,1.902748587836676028e-13,2.176907706808170253e-18,1.336481943631937566e-19
3.000000000000000000e+01,1.250149770824086595e-14,1.903676394261412250e-13,2.287121839097011824e-18,1.383193319399637839e-19
3.100000000000000000e+01,1.252720833467732255e-14,1.904458817913041672e-13,2.343577679587624593e-18,1.409144083715026933e-19
3.200000000000000000e+01,1.254874834423000208e-14,1.905140795285069858e-13,2.447625986293873415e-18,1.435094848030416027e-19
3.300000000000000000e+01,1.257122060932140910e-14,1.905735542993234064e-13,2.490594083322564812e-18,1.455855459482727206e-19
