time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.714003191115944780e-17,2.604905749602969714e-14,5.806663205465072590e-20,6.825776445248633003e-21
2.000000000000000000e+00,2.588695766499811553e-16,4.927012268127796523e-14,1.148273015688169676e-19,1.461100573986536424e-20
3.000000000000000000e+00,5.706722547932434520e-16,7.084595049804735084e-14,1.632025386103680618e-19,1.461100573986536424e-20
4.000000000000000000e+00,9.992031396012558314e-16,9.220380327977454763e-14,2.158167807399515018e-19,1.668706688509649417e-20
5.000000000000000000e+00,1.556515620531137974e-15,1.137300357459909079e-13,2.745125500554904625e-19,2.187721974817431600e-20
6.000000000000000000e+00,2.223447859642980744e-15,1.345208296295228792e-13,3.280781598042629645e-19,2.628884968179046560e-20
7.000000000000000000e+00,2.989817111817241147e-15,1.548391295004577493e-13,4.047543255239221540e-19,3.459309426271497932e-20
8.000000000000000000e+00,3.877401050436372672e-15,1.750802443354886375e-13,4.431943943903974284e-19,3.874521655317723919e-20
9.000000000000000000e+00,4.801625085031503934e-15,1.936409986457196129e-13,4.864515144932729865e-19,4.082127769840836311e-20
1.000000000000000000e+01,5.809804250823063432e-15,2.119275081794082057e-13,5.616938548058473909e-19,4.497339998887062899e-20
1.100000000000000000e+01,6.995026103330926029e-15,2.313577836389752251e-13,6.167527504379041013e-19,4.912552227933288284e-20
1.200000000000000000e+01,7.847494061114673970e-15,2.441260917701590140e-13,6.929825862539405036e-19,5.950582800548852048e-20
1.300000000000000000e+01,8.482875276837742555e-15,2.527414749044682474e-13,7.926955468474287339e-19,5.950582800548852048e-20
1.400000000000000000e+01,8.964274863907743122e-15,2.587728774960400769e-13,8.979962868751416785e-19,5.950582800548852048e-20
1.500000000000000000e+01,9.331718477888679638e-15,2.630915388542563949e-13,9.516100671362782556e-19,6.028435093495019571e-20
1.600000000000000000e+01,9.621441419588419856e-15,2.662513673446541009e-13,9.940964590413298646e-19,6.910761080218249492e-20
1.700000000000000000e+01,9.850972546439071170e-15,2.686118549152791196e-13,1.074155850590304553e-18,7.741185538310701465e-20
1.800000000000000000e+01,1.003703112553648016e-14,2.704056140031023316e-13,1.158550588252039833e-18,8.156397767356927452e-20
1.900000000000000000e+01,1.018729599855489007e-14,2.717917726615970224e-13,1.182973038020589680e-18,8.779216110926265229e-20
2.000000000000000000e+01,1.031472061087450082e-14,2.728763281489737937e-13,1.301327986898947803e-18,9.194428339972491216e-20
2.100000000000000000e+01,1.041842177303757347e-14,2.737354081718776417e-13,1.375269723377694010e-18,9.194428339972491216e-20
2.200000000000000000e+01,1.050855616380812703e-14,2.744271658395512866e-13,1.460676041799073326e-18,9.869148212172608143e-20
2.300000000000000000e+01,1.058544271271256665e-14,2.749886076760582913e-13,1.525031846317382656e-18,1.007675432669572114e-19
2.400000000000000000e+01,1.065133845947623217e-14,2.754459025805578497e-13,1.571034685625006737e-18,1.051791732005733550e-19
2.500000000000000000e+01,1.070435435998117589e-14,2.758246907875797762e-13,1.610486335251126047e-18,1.116668642794206405e-19
2.600000000000000000e+01,1.075047647610764290e-14,2.761397749067494154e-13,1.665208037296634617e-18,1.178950477151140183e-19
2.700000000000000000e+01,1.079115225724470905e-14,2.764017282306564214e-13,1.742377198103768846e-18,1.220471700055762781e-19
2.800000000000000000e+01,1.082751022325504033e-14,2.766237673750377487e-13,1.866271755903987704e-18,1.303514145865007979e-19
2.900000000000000000e+01,1.085847092035695615e-14,2.768143509739650298e-13,1.920800775900040166e-18,1.345035368769630578e-19
3.000000000000000000e+01,1.088261143220187338e-14,2.769761223505856656e-13,1.965503011373835954e-18,1.407317203126564355e-19
3.100000000000000000e+01,1.090925431417705590e-14,2.771151611481387037e-13,2.046814836244274860e-18,1.490359648935809312e-19
3.200000000000000000e+01,1.093010739859593655e-14,2.772322603635683895e-13,2.106257248501455660e-18,1.552641483292743571e-19
3.300000000000000000e+01,1.094953756666623563e-14,2.773364072955757854e-13,2.199804383512351527e-18,1.555236559724282288e-19
3.400000000000000000e+01,1.096666162893021104e-14,2.774252229533283062e-13,2.264449211104845115e-18,1.599352859060443844e-19
3.500000000000000000e+01,1.098584646659558149e-14,2.775045226477502341e-13,2.373410910072222275e-18,1.682395304869688801e-19
3.600000000000000000e+01,1.100100788562013425e-14,2.775748350434709482e-13,2.397399825229496217e-18,1.726511604205850598e-19
3.700000000000000000e+01,1.101592397423975681e-14,2.776377461343789901e-13,2.471582414270062800e-18,1.770627903542011913e-19
3.800000000000000000e+01,1.102926994826784157e-14,2.776906125973269083e-13,2.518404152287874808e-18,1.814744202878173229e-19
3.900000000000000000e+01,1.103986822176073082e-14,2.777371350847211147e-13,2.600679387405593290e-18,1.897786648687418426e-19
4.000000000000000000e+01,1.105105528822544971e-14,2.777804855843383895e-13,2.656749863797294228e-18,1.941902948023579982e-19
4.100000000000000000e+01,1.105969091847891474e-14,2.778201354315493534e-13,2.724766627255268063e-18,2.027540470264364137e-19
4.200000000000000000e+01,1.106803215224646732e-14,2.778518553093181144e-13,2.860029425973391301e-18,2.133938603957459471e-19
4.300000000000000000e+01,1.107519580007036536e-14,2.778819891931984349e-13,2.899529246111875071e-18,2.175459826862081829e-19
4.400000000000000000e+01,1.108029867249286835e-14,2.779084224246723940e-13,2.976313042820097085e-18,2.198815514745932447e-19
4.500000000000000000e+01,1.108599033788719783e-14,2.779332696622579126e-13,3.032865224335438004e-18,2.261097349102865984e-19
4.600000000000000000e+01,1.109236892841532618e-14,2.779538875828076400e-13,3.147414702737039396e-18,2.284453036986716120e-19
4.700000000000000000e+01,1.109698114002797351e-14,2.779755628326162774e-13,3.179014558847826027e-18,2.325974259891338960e-19
