time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.948614765656773788e-17,2.147312645210819543e-14,6.536211767935551820e-20,4.331705887757106930e-21
2.000000000000000000e+00,2.948237058140762029e-16,4.085716853775029245e-14,1.075933564017290102e-19,7.964812891911582058e-21
3.000000000000000000e+00,6.370693955719801917e-16,5.828484586008011081e-14,1.405058589744348087e-19,1.211693518237384042e-20
4.000000000000000000e+00,1.142514428954987372e-15,7.653841297904426647e-14,1.843139293124737531e-19,1.743684186702860862e-20
5.000000000000000000e+00,1.735436618160170941e-15,9.314528890179847543e-14,2.337850455103058937e-19,2.470305587533755737e-20
6.000000000000000000e+00,2.499590230114925215e-15,1.105890409330184022e-13,3.438546662620551913e-19,2.885517816579982025e-20
7.000000000000000000e+00,3.365792090629549488e-15,1.272515588080253004e-13,4.316213397892706219e-19,3.612139217410876298e-20
8.000000000000000000e+00,4.308928032814568884e-15,1.429852790121157702e-13,5.006015134945244650e-19,4.027351446457102887e-20
9.000000000000000000e+00,5.406898126809782504e-15,1.591795982746400874e-13,5.768072640543789260e-19,4.027351446457102887e-20
1.000000000000000000e+01,6.735969462247186820e-15,1.766877813075777927e-13,6.370204045093839640e-19,4.753972847287997160e-20
1.100000000000000000e+01,7.784106817741396533e-15,1.890971261553451370e-13,7.066749653877338467e-19,5.428692719488114088e-20
1.200000000000000000e+01,8.644075752655818381e-15,1.983594626299796321e-13,7.721868622027793411e-19,5.662249598326615453e-20
1.300000000000000000e+01,9.279831097246403467e-15,2.046685463181854654e-13,8.070623131543182612e-19,6.285067941895954433e-20
1.400000000000000000e+01,9.758593382463428071e-15,2.090494579365229625e-13,8.769577265944881341e-19,6.492674056419067427e-20
1.500000000000000000e+01,1.012458954705528873e-14,2.121754518906339867e-13,9.583177219772909227e-19,7.115492399988406407e-20
1.600000000000000000e+01,1.041423888963355083e-14,2.144627194100761250e-13,1.033656403314593381e-18,7.764261507873133759e-20
1.700000000000000000e+01,1.064536466411623423e-14,2.161721564894974231e-13,1.078454979813117126e-18,8.205424501234748118e-20
1.800000000000000000e+01,1.083052778723565557e-14,2.174722749795443514e-13,1.188861794151414419e-18,8.620636730280975308e-20
1.900000000000000000e+01,1.098476701281389935e-14,2.184756804462960395e-13,1.225519554060421613e-18,9.243455073850313085e-20
2.000000000000000000e+01,1.110941939155782347e-14,2.192612760857022670e-13,1.284239408632142635e-18,9.658667302896539072e-20
2.100000000000000000e+01,1.121608905162052596e-14,2.198845716838583532e-13,1.323835569795353785e-18,1.007387953194276506e-19
2.200000000000000000e+01,1.130492319124495989e-14,2.203857457526047171e-13,1.399174251132656243e-18,1.093025475435060540e-19
2.300000000000000000e+01,1.137952816738357012e-14,2.207917601880447978e-13,1.450668528849776599e-18,1.137141774771222097e-19
2.400000000000000000e+01,1.144247994928809851e-14,2.211227042460988427e-13,1.537471792129711973e-18,1.222779297012006011e-19
2.500000000000000000e+01,1.150140831255180762e-14,2.213960238595396223e-13,1.560160103453158007e-18,1.243539908464317431e-19
2.600000000000000000e+01,1.154878161374340886e-14,2.216233496502157263e-13,1.605151362001137668e-18,1.285061131368939788e-19
2.700000000000000000e+01,1.159357894568326352e-14,2.218144619137724876e-13,1.686077822772664358e-18,1.409624800082807585e-19
2.800000000000000000e+01,1.163018224209852342e-14,2.219757046257636685e-13,1.736078814606500506e-18,1.474501710871280560e-19
2.900000000000000000e+01,1.166501915959830229e-14,2.221126287647988110e-13,1.848219767389902383e-18,1.560139233112064475e-19
3.000000000000000000e+01,1.169401721346079389e-14,2.222289349832842513e-13,1.884829356786545502e-18,1.622421067468998252e-19
3.100000000000000000e+01,1.171840305571063816e-14,2.223296455952000512e-13,1.969994822646104635e-18,1.663942290373620851e-19
3.200000000000000000e+01,1.174259263363654079e-14,2.224155535974904310e-13,2.010265370982411680e-18,1.684702901825932271e-19
3.300000000000000000e+01,1.176285692508359496e-14,2.224903596425617519e-13,2.114024654614476437e-18,1.728819201162093827e-19
3.400000000000000000e+01,1.177899966572785905e-14,2.225559140566171948e-13,2.172310974574921747e-18,1.770340424066716426e-19
3.500000000000000000e+01,1.179249283799890003e-14,2.226132741689156946e-13,2.254008163544272483e-18,1.811861646971338784e-19
3.600000000000000000e+01,1.180637853891782585e-14,2.226634973087162372e-13,2.298228693894427906e-18,1.832622258423650203e-19
3.700000000000000000e+01,1.182021517375576627e-14,2.227079051375924976e-13,2.415764744062598100e-18,1.874143481328272802e-19
3.800000000000000000e+01,1.183277609048807976e-14,2.227470263201739561e-13,2.483299802396931954e-18,1.894904092780583981e-19
3.900000000000000000e+01,1.184553327154433645e-14,2.227813895210901181e-13,2.594477344933053101e-18,2.001302226473679556e-19
4.000000000000000000e+01,1.185534648774145760e-14,2.228136380634883340e-13,2.658544126377178558e-18,2.045418525809840871e-19
4.100000000000000000e+01,1.186604289339631925e-14,2.228416572888507590e-13,2.705558546444446867e-18,2.086939748714463470e-19
4.200000000000000000e+01,1.187516918445964152e-14,2.228654471971773171e-13,2.792650832798565921e-18,2.151816659502936205e-19
4.300000000000000000e+01,1.188154777498776987e-14,2.228902944347628357e-13,2.868278537210052059e-18,2.172577270955247384e-19
4.400000000000000000e+01,1.188763196902998419e-14,2.229087976967946172e-13,2.928202654590873224e-18,2.237454181743720360e-19
4.500000000000000000e+01,1.189616946712147997e-14,2.229267722941969184e-13,2.986392633526590384e-18,2.281570481079881675e-19
4.600000000000000000e+01,1.189862277117075987e-14,2.229452755562286999e-13,3.078398312141838160e-18,2.343852315436815694e-19
4.700000000000000000e+01,1.190765093007210974e-14,2.229595495012246399e-13,3.138226088497931176e-18,2.385373538341438052e-19
4.800000000000000000e+01,1.191363699195235482e-14,2.229711801230731788e-13,3.196705090507832400e-18,2.385373538341438052e-19
4.900000000000000000e+01,1.191824920356500057e-14,2.229828107449217178e-13,3.247380469514765021e-18,2.411324302656827146e-19
5.000000000000000000e+01,1.192276328301567709e-14,2.229923267082523360e-13,3.317227712442570626e-18,2.455440601992988943e-19
5.100000000000000000e+01,1.192423526544524408e-14,2.230034286654714201e-13,3.390639573285312779e-18,2.478796289876839079e-19
5.200000000000000000e+01,1.192874934489592059e-14,2.230129446288020383e-13,3.482163546776920190e-18,2.541078124233772616e-19
