time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.054567520854062619e-17,2.742771572509365345e-14,5.768111628517861322e-20,7.682211856196755753e-21
2.000000000000000000e+00,2.484104514961359375e-16,5.187204477987831210e-14,1.144425384636005376e-19,1.183433414665901261e-20
3.000000000000000000e+00,5.493009098939515605e-16,7.452740577004440718e-14,1.642508482479807462e-19,1.806251758235239941e-20
4.000000000000000000e+00,9.637935289374735670e-16,9.692021868859533731e-14,2.120058899428452888e-19,2.013857872758352633e-20
5.000000000000000000e+00,1.509976442716293220e-15,1.196950909265630995e-13,2.649091551466127700e-19,2.480971630435356567e-20
6.000000000000000000e+00,2.157825042954798335e-15,1.416992362178287330e-13,3.339856698765946187e-19,3.415199145789364436e-20
7.000000000000000000e+00,2.908720079838224000e-15,1.630449297130778980e-13,3.794104630358504248e-19,3.622805260312478031e-20
8.000000000000000000e+00,3.742821990183048055e-15,1.836994602883615896e-13,4.293452204151861619e-19,3.836899065914437817e-20
9.000000000000000000e+00,4.673599413219818776e-15,2.040259544610533774e-13,5.636446088860294880e-19,4.874929638530002182e-20
1.000000000000000000e+01,5.641587325424045791e-15,2.229023215550834974e-13,6.084431853845533294e-19,4.978732695791558678e-20
1.100000000000000000e+01,6.853623791190540630e-15,2.444461982033087402e-13,6.737624001501428124e-19,5.809157153884009448e-20
1.200000000000000000e+01,7.716708422247548540e-15,2.583750573623569139e-13,7.038207998652813527e-19,6.328172440191792534e-20
1.300000000000000000e+01,8.349955263447743966e-15,2.676968686078078549e-13,8.561359599602623173e-19,6.743384669238017317e-20
1.400000000000000000e+01,8.826092513332038172e-15,2.742106776737795266e-13,9.014162415824260426e-19,7.158596898284243304e-20
1.500000000000000000e+01,9.197252882947632793e-15,2.788790506843963606e-13,9.781036972659206765e-19,7.989021356376695277e-20
1.600000000000000000e+01,9.487405152855997702e-15,2.822952815200915559e-13,9.973719022115221962e-19,8.715642757207590153e-20
1.700000000000000000e+01,9.714863237785008407e-15,2.848452953603848953e-13,1.040918045388581916e-18,9.338461100776927929e-20
1.800000000000000000e+01,9.902442865392969791e-15,2.867847015536296730e-13,1.096217793582458616e-18,1.058409778791560589e-19
1.900000000000000000e+01,1.005584796759445847e-14,2.882829371135739626e-13,1.160188234001855924e-18,1.058409778791560589e-19
2.000000000000000000e+01,1.017998515248803423e-14,2.894578942525916952e-13,1.302772950599307978e-18,1.079170390243871888e-19
2.100000000000000000e+01,1.028233699742400341e-14,2.903896656620489435e-13,1.351906873210592123e-18,1.099931001696183308e-19
2.200000000000000000e+01,1.037288844988293294e-14,2.911358757865589472e-13,1.445743031295672056e-18,1.099931001696183308e-19
2.300000000000000000e+01,1.044641397223985946e-14,2.917411967873127069e-13,1.470791697724954301e-18,1.141452224600805907e-19
2.400000000000000000e+01,1.051228518596303228e-14,2.922368198774495539e-13,1.584666788953459991e-18,1.141452224600805907e-19
2.500000000000000000e+01,1.056721466362641482e-14,2.926454776360370356e-13,1.639773855097880391e-18,1.172593141779272675e-19
2.600000000000000000e+01,1.061417090312963693e-14,2.929854089927922437e-13,1.715497900534094872e-18,1.276396199040829051e-19
2.700000000000000000e+01,1.065435602345684742e-14,2.932719452219700030e-13,1.771375694876339703e-18,1.317917421945451650e-19
2.800000000000000000e+01,1.069203877365378945e-14,2.935101086375504004e-13,1.838043683988120976e-18,1.411340173480852437e-19
2.900000000000000000e+01,1.072368639588950415e-14,2.937160235107326070e-13,1.911648226880319429e-18,1.452861396385475036e-19
3.000000000000000000e+01,1.075273351583298116e-14,2.938899541738312873e-13,1.982940585179045360e-18,1.556664453647031653e-19
3.100000000000000000e+01,1.077898386916027884e-14,2.940390375993444490e-13,2.049223210191915188e-18,1.660467510908588029e-19
3.200000000000000000e+01,1.080003321790310270e-14,2.941680317689374140e-13,2.118203383897168983e-18,1.660467510908588029e-19
3.300000000000000000e+01,1.082255454907549513e-14,2.942790513411280524e-13,2.194505475481751402e-18,1.785031179622455584e-19
3.400000000000000000e+01,1.083801036458596034e-14,2.943757969683227760e-13,2.235354069966426963e-18,1.826552402527078183e-19
3.500000000000000000e+01,1.085169980118094296e-14,2.944630266321868563e-13,2.310885433353185336e-18,1.951116071240945979e-19
3.600000000000000000e+01,1.086705748452943735e-14,2.945380970095728921e-13,2.365992499497605544e-18,1.992637294145568337e-19
3.700000000000000000e+01,1.088334742341665766e-14,2.946047087528872953e-13,2.469270078006030321e-18,2.075679739954813775e-19
3.800000000000000000e+01,1.089512328285320145e-14,2.946633905267594957e-13,2.505494303303761609e-18,2.189863102942525500e-19
3.900000000000000000e+01,1.090680101012777601e-14,2.947162569897074139e-13,2.639986373824060802e-18,2.200243408668681812e-19
4.000000000000000000e+01,1.091671235848686797e-14,2.947617221478426599e-13,2.702800721946722234e-18,2.241764631573303688e-19
4.100000000000000000e+01,1.092495546009244815e-14,2.948024293243125337e-13,2.812629490136651590e-18,2.314426771656393537e-19
