case,time_h,Cmax,event_time_h
A,0,2.5499999999999998,57.474803807502695
A,0.083333333333333329,2.5500000000000007,57.474803807502695
A,0.16666666666666666,2.5499999999999621,57.474803807502695
A,0.25,2.5499999987729765,57.474803807502695
A,0.33333333333333331,2.5499997449457186,57.474803807502695
A,0.41666666666666669,2.5499931117352248,57.474803807502695
A,0.5,2.5499340996207391,57.474803807502695
A,0.58333333333333337,2.5496564449599552,57.474803807502695
A,0.66666666666666663,2.5487868331629544,57.474803807502695
A,0.75,2.5467223907548404,57.474803807502695
A,0.83333333333333337,2.5426982137070415,57.474803807502695
A,0.91666666666666663,2.5359251751841834,57.474803807502695
A,1,2.5257376009980761,57.474803807502695
A,1.0833333333333333,2.5116959694142995,57.474803807502695
A,1.1666666666666667,2.4936367752612676,57.474803807502695
A,1.25,2.4716644423036929,57.474803807502695
A,1.3333333333333333,2.4461000852084629,57.474803807502695
A,1.4166666666666667,2.417392726003988,57.474803807502695
A,1.5,2.3860642530036009,57.474803807502695
A,1.5833333333333333,2.3526731468424309,57.474803807502695
A,1.6666666666666667,2.3177348202224901,57.474803807502695
A,1.75,2.2817174630013435,57.474803807502695
A,1.8333333333333333,2.2450031029664248,57.474803807502695
A,1.9166666666666667,2.2079493403920205,57.474803807502695
A,2,2.1708515403524138,57.474803807502695
A,2.0833333333333335,2.1339154887369998,57.474803807502695
A,2.1666666666666665,2.0973322975169948,57.474803807502695
A,2.25,2.0612491519355385,57.474803807502695
A,2.3333333333333335,2.0257376355562573,57.474803807502695
A,2.4166666666666665,1.9908548289496479,57.474803807502695
A,2.5,1.9566417571653314,57.474803807502695
A,2.5833333333333335,1.9231346306229309,57.474803807502695
A,2.6666666666666665,1.8903368751383252,57.474803807502695
A,2.75,1.8582452004571914,57.474803807502695
A,2.8333333333333335,1.8268634662999912,57.474803807502695
A,2.9166666666666665,1.7961756131687883,57.474803807502695
A,3,1.7661771018452874,57.474803807502695
A,3.0833333333333335,1.7368421315572142,57.474803807502695
A,3.1666666666666665,1.7081464148794578,57.474803807502695
A,3.25,1.6800950495226399,57.474803807502695
A,3.3333333333333335,1.6526764771554698,57.474803807502695
A,3.4166666666666665,1.6258659470501238,57.474803807502695
A,3.5,1.5996444213709253,57.474803807502695
A,3.5833333333333335,1.5740035770278114,57.474803807502695
A,3.6666666666666665,1.5489046237932962,57.474803807502695
A,3.75,1.5243324514486511,57.474803807502695
A,3.8333333333333335,1.5002658377396134,57.474803807502695
A,3.9166666666666665,1.4766977930820926,57.474803807502695
A,4,1.4536060043429742,57.474803807502695
A,4.083333333333333,1.4309782225614791,57.474803807502695
A,4.166666666666667,1.4088105046882908,57.474803807502695
A,4.25,1.3870874366074055,57.474803807502695
A,4.333333333333333,1.3657971407571565,57.474803807502695
A,4.416666666666667,1.3449286326419139,57.474803807502695
A,4.5,1.3244714558352395,57.474803807502695
A,4.583333333333333,1.3044156415441432,57.474803807502695
A,4.666666666666667,1.2847516804641379,57.474803807502695
A,4.75,1.2654704898332481,57.474803807502695
A,4.833333333333333,1.2465633773054274,57.474803807502695
A,4.916666666666667,1.2280220076802733,57.474803807502695
A,5,1.2098383723979504,57.474803807502695
A,5.083333333333333,1.1920047620680978,57.474803807502695
A,5.166666666666667,1.1745137410205202,57.474803807502695
A,5.25,1.1573581260159034,57.474803807502695
A,5.333333333333333,1.1405309658815821,57.474803807502695
A,5.416666666666667,1.1240255243740229,57.474803807502695
A,5.5,1.107835264312057,57.474803807502695
A,5.583333333333333,1.0919538340014554,57.474803807502695
A,5.666666666666667,1.0763750544372055,57.474803807502695
A,5.75,1.0610929093309456,57.474803807502695
A,5.833333333333333,1.0461015349139069,57.474803807502695
A,5.916666666666667,1.0313952117200016,57.474803807502695
A,6,1.0169683567037802,57.474803807502695
A,6.083333333333333,1.0028155165224732,57.474803807502695
A,6.166666666666667,0.98893136096130241,57.474803807502695
A,6.25,0.97531067816211237,57.474803807502695
A,6.333333333333333,0.96194836919640758,57.474803807502695
A,6.416666666666667,0.94883944384846441,57.474803807502695
A,6.5,0.9359790163618803,57.474803807502695
A,6.583333333333333,0.92336230174567624,57.474803807502695
A,6.666666666666667,0.91098461205202597,57.474803807502695
A,6.75,0.89884135379468655,57.474803807502695
A,6.833333333333333,0.88692802469120169,57.474803807502695
A,6.916666666666667,0.87524021114342265,57.474803807502695
A,7,0.86377358571563612,57.474803807502695
A,7.083333333333333,0.85252390474309059,57.474803807502695
A,7.166666666666667,0.84148700584741942,57.474803807502695
A,7.25,0.83065880639986589,57.474803807502695
A,7.333333333333333,0.82003530125867941,57.474803807502695
A,7.416666666666667,0.80961256103237411,57.474803807502695
A,7.5,0.79938673035640395,57.474803807502695
A,7.583333333333333,0.7893540261227916,57.474803807502695
A,7.666666666666667,0.77951073567979978,57.474803807502695
A,7.75,0.76985321572398546,57.474803807502695
A,7.833333333333333,0.76037789057242511,57.474803807502695
A,7.916666666666667,0.75108125083071708,57.474803807502695
A,8,0.74195985208143544,57.474803807502695
A,8.0833333333333339,0.73301031346145562,57.474803807502695
A,8.1666666666666661,0.72422931624552023,57.474803807502695
A,8.25,0.71561360296892518,57.474803807502695
A,8.3333333333333339,0.7071599760160252,57.474803807502695
A,8.4166666666666661,0.69886529652725748,57.474803807502695
A,8.5,0.69072648333481457,57.474803807502695
A,8.5833333333333339,0.68274051177152906,57.474803807502695
A,8.6666666666666661,0.6749044124857867,57.474803807502695
A,8.75,0.66721527071893061,57.474803807502695
A,8.8333333333333339,0.65967022510795015,57.474803807502695
A,8.9166666666666661,0.65226646675378852,57.474803807502695
A,9,0.64500123832643397,57.474803807502695
A,9.0833333333333339,0.63787183304310513,57.474803807502695
A,9.1666666666666661,0.63087559364768797,57.474803807502695
A,9.25,0.62400991179840126,57.474803807502695
A,9.3333333333333339,0.61727222703329421,57.474803807502695
A,9.4166666666666661,0.61066002595891278,57.474803807502695
A,9.5,0.60417084148217726,57.474803807502695
A,9.5833333333333339,0.59780225192147307,57.474803807502695
A,9.6666666666666661,0.591551880114492,57.474803807502695
A,9.75,0.58541739288773897,57.474803807502695
A,9.8333333333333339,0.57939650015432698,57.474803807502695
A,9.9166666666666661,0.57348695419737561,57.474803807502695
A,10,0.56768654900174098,57.474803807502695
A,10.083333333333334,0.56199311947237962,57.474803807502695
A,10.166666666666666,0.55640454064818301,57.474803807502695
A,10.25,0.55091872723235658,57.474803807502695
A,10.333333333333334,0.54553363280092415,57.474803807502695
A,10.416666666666666,0.54024724916288669,57.474803807502695
A,10.5,0.53505760577271977,57.474803807502695
A,10.583333333333334,0.52996276903468653,57.474803807502695
A,10.666666666666666,0.52496084160811374,57.474803807502695
A,10.75,0.52004996198091491,57.474803807502695
A,10.833333333333334,0.51522830377282125,57.474803807502695
A,10.916666666666666,0.51049407515784762,57.474803807502695
A,11,0.5058455183438858,57.474803807502695
A,11.083333333333334,0.50128090894389443,57.474803807502695
A,11.166666666666666,0.49679855536284628,57.474803807502695
A,11.25,0.49239679839923023,57.474803807502695
A,11.333333333333334,0.48807401063072181,57.474803807502695
A,11.416666666666666,0.48382859588706673,57.474803807502695
A,11.5,0.47965898878649477,57.474803807502695
A,11.583333333333334,0.47556365415908247,57.474803807502695
A,11.666666666666666,0.47154108650547216,57.474803807502695
A,11.75,0.46758980961584617,57.474803807502695
A,11.833333333333334,0.46370837602824966,57.474803807502695
A,11.916666666666666,0.45989536654252056,57.474803807502695
A,12,0.45614938980335806,57.474803807502695
A,12.083333333333334,0.45246908176984418,57.474803807502695
A,12.166666666666666,0.44885310523259198,57.474803807502695
A,12.25,0.4453001494442293,57.474803807502695
A,12.333333333333334,0.44180892964490692,57.474803807502695
A,12.416666666666666,0.4383781866118856,57.474803807502695
A,12.5,0.43500668626121242,57.474803807502695
A,12.583333333333334,0.4316932191817478,57.474803807502695
A,12.666666666666666,0.42843660020584584,57.474803807502695
A,12.75,0.42523566802729623,57.474803807502695
A,12.833333333333334,0.42208928479603397,57.474803807502695
A,12.916666666666666,0.4189963356959609,57.474803807502695
A,13,0.41595572857043139,57.474803807502695
A,13.083333333333334,0.41296639350435377,57.474803807502695
A,13.166666666666666,0.41002728244181602,57.474803807502695
A,13.25,0.40713736879320361,57.474803807502695
A,13.333333333333334,0.40429564709334531,57.474803807502695
A,13.416666666666666,0.40150113260063758,57.474803807502695
A,13.5,0.398752860964739,57.474803807502695
A,13.583333333333334,0.39604988780447647,57.474803807502695
A,13.666666666666666,0.39339128841678561,57.474803807502695
A,13.75,0.39077615734484922,57.474803807502695
A,13.833333333333334,0.38820360810501875,57.474803807502695
A,13.916666666666666,0.38567277280223444,57.474803807502695
A,14,0.38318280182730713,57.474803807502695
A,14.083333333333334,0.38073286345259566,57.474803807502695
A,14.166666666666666,0.37832214360582067,57.474803807502695
A,14.25,0.37594984540525261,57.474803807502695
A,14.333333333333334,0.37361518895341211,57.474803807502695
A,14.416666666666666,0.3713174109700183,57.474803807502695
A,14.5,0.36905576450530098,57.474803807502695
A,14.583333333333334,0.36682951857214535,57.474803807502695
A,14.666666666666666,0.36463795795492093,57.474803807502695
A,14.75,0.36248038273648392,57.474803807502695
A,14.833333333333334,0.36035610814092306,57.474803807502695
A,14.916666666666666,0.35826446418778379,57.474803807502695
A,15,0.35620479541783961,57.474803807502695
A,15.083333333333334,0.35417646056463231,57.474803807502695
A,15.166666666666666,0.35217883239523862,57.474803807502695
A,15.25,0.35021129722399658,57.474803807502695
A,15.333333333333334,0.34827325481001425,57.474803807502695
A,15.416666666666666,0.3463641180238507,57.474803807502695
A,15.5,0.34448331259898196,57.474803807502695
A,15.583333333333334,0.34263027681511987,57.474803807502695
A,15.666666666666666,0.34080446140484866,57.474803807502695
A,15.75,0.33900532902612907,57.474803807502695
A,15.833333333333334,0.33723235423038056,57.474803807502695
A,15.916666666666666,0.33548502313665141,57.474803807502695
A,16,0.33376283319085187,57.474803807502695
A,16.083333333333332,0.332065292879273,57.474803807502695
A,16.166666666666668,0.33039192171491988,57.474803807502695
A,16.25,0.32874224963886373,57.474803807502695
A,16.333333333333332,0.32711581706873144,57.474803807502695
A,16.416666666666668,0.32551217458314791,57.474803807502695
A,16.5,0.32393088270074949,57.474803807502695
A,16.583333333333332,0.32237151160867461,57.474803807502695
A,16.666666666666668,0.32083364121198488,57.474803807502695
A,16.75,0.31931686049126501,57.474803807502695
A,16.833333333333332,0.31782076762256034,57.474803807502695
A,16.916666666666668,0.31634496967039422,57.474803807502695
A,17,0.31488908238786789,57.474803807502695
A,17.083333333333332,0.31345272995993401,57.474803807502695
A,17.166666666666668,0.31203554510462567,57.474803807502695
A,17.25,0.31063716841180916,57.474803807502695
A,17.333333333333332,0.30925724850759734,57.474803807502695
A,17.416666666666668,0.30789544176829131,57.474803807502695
A,17.5,0.30655141214026277,57.474803807502695
A,17.583333333333332,0.305224830893288,57.474803807502695
A,17.666666666666668,0.30391537677985869,57.474803807502695
A,17.75,0.30262273534442413,57.474803807502695
A,17.833333333333332,0.3013465991399229,57.474803807502695
A,17.916666666666668,0.30008666745851109,57.474803807502695
A,18,0.29884264616866935,57.474803807502695
A,18.083333333333332,0.29761424748157517,57.474803807502695
A,18.166666666666668,0.29640119016554756,57.474803807502695
A,18.25,0.29520319882024304,57.474803807502695
A,18.333333333333332,0.29402000415097362,57.474803807502695
A,18.416666666666668,0.29285134271103591,57.474803807502695
A,18.5,0.29169695675604168,57.474803807502695
A,18.583333333333332,0.29055659402115525,57.474803807502695
A,18.666666666666668,0.28943000799017798,57.474803807502695
A,18.75,0.28831695713193112,57.474803807502695
A,18.833333333333332,0.2872172052315205,57.474803807502695
A,18.916666666666668,0.28613052114309995,57.474803807502695
A,19,0.28505667865999551,57.474803807502695
A,19.083333333333332,0.28399545629876782,57.474803807502695
A,19.166666666666668,0.28294663762527816,57.474803807502695
A,19.25,0.28191001044787639,57.474803807502695
A,19.333333333333332,0.28088536720730445,57.474803807502695
A,19.416666666666668,0.27987250473428071,57.474803807502695
A,19.5,0.27887122413735865,57.474803807502695
A,19.583333333333332,0.27788133059064829,57.474803807502695
A,19.666666666666668,0.27690263371226265,57.474803807502695
A,19.75,0.27593494671852464,57.474803807502695
A,19.833333333333332,0.27497808686619096,57.474803807502695
A,19.916666666666668,0.27403187521369515,57.474803807502695
A,20,0.27309613652564119,57.474803807502695
A,20.083333333333332,0.27217069906545305,57.474803807502695
A,20.166666666666668,0.27125539501359935,57.474803807502695
A,20.25,0.27035005959622349,57.474803807502695
A,20.333333333333332,0.26945453156958593,57.474803807502695
A,20.416666666666668,0.26856865298196286,57.474803807502695
A,20.5,0.26769226909433952,57.474803807502695
A,20.583333333333332,0.26682522817999182,57.474803807502695
A,20.666666666666668,0.26596738197752584,57.474803807502695
A,20.75,0.26511858479088107,57.474803807502695
A,20.833333333333332,0.26427869401708326,57.474803807502695
A,20.916666666666668,0.26344756990638585,57.474803807502695
A,21,0.26262507549788661,57.474803807502695
A,21.083333333333332,0.26181107642196877,57.474803807502695
A,21.166666666666668,0.26100544139053228,57.474803807502695
A,21.25,0.26020804126597125,57.474803807502695
A,21.333333333333332,0.259418749625692,57.474803807502695
A,21.416666666666668,0.25863744252555848,57.474803807502695
A,21.5,0.25786399844626839,57.474803807502695
A,21.583333333333332,0.25709829809638679,57.474803807502695
A,21.666666666666668,0.25634022493884112,57.474803807502695
A,21.75,0.25558966423008361,57.474803807502695
A,21.833333333333332,0.25484650361521322,57.474803807502695
A,21.916666666666668,0.25411063289681829,57.474803807502695
A,22,0.25338194399044506,57.474803807502695
A,22.083333333333332,0.25266033071151817,57.474803807502695
A,22.166666666666668,0.25194568939335354,57.474803807502695
A,22.25,0.25123791782980309,57.474803807502695
A,22.333333333333332,0.2505369158952972,57.474803807502695
A,22.416666666666668,0.24984258537031476,57.474803807502695
A,22.5,0.24915482988860685,57.474803807502695
A,22.583333333333332,0.24847355471338795,57.474803807502695
A,22.666666666666668,0.24779866736729042,57.474803807502695
A,22.75,0.24713007658989122,57.474803807502695
A,22.833333333333332,0.24646769295013474,57.474803807502695
A,22.916666666666668,0.24581142868958297,57.474803807502695
A,23,0.24516119766769653,57.474803807502695
A,23.083333333333332,0.24451691515054003,57.474803807502695
A,23.166666666666668,0.24387849844152004,57.474803807502695
A,23.25,0.24324586585242114,57.474803807502695
A,23.333333333333332,0.24261893730887038,57.474803807502695
A,23.416666666666668,0.24199763420447373,57.474803807502695
A,23.5,0.24138187935052421,57.474803807502695
A,23.583333333333332,0.24077159677350166,57.474803807502695
A,23.666666666666668,0.24016671234589512,57.474803807502695
A,23.75,0.23956715276809804,57.474803807502695
A,23.833333333333332,0.23897284617029232,57.474803807502695
A,23.916666666666668,0.23838372197190683,57.474803807502695
A,24,0.23779971083885218,57.474803807502695
A,24.083333333333332,0.23722074451155684,57.474803807502695
A,24.166666666666668,0.236646756343525,57.474803807502695
A,24.25,0.23607768040551946,57.474803807502695
A,24.333333333333332,0.23551345204934307,57.474803807502695
A,24.416666666666668,0.23495400777151773,57.474803807502695
A,24.5,0.23439928513931871,57.474803807502695
A,24.583333333333332,0.23384922265864103,57.474803807502695
A,24.666666666666668,0.23330376031000616,57.474803807502695
A,24.75,0.23276283865519962,57.474803807502695
A,24.833333333333332,0.23222639938289361,57.474803807502695
A,24.916666666666668,0.23169438516591004,57.474803807502695
A,25,0.23116673969365914,57.474803807502695
A,25.083333333333332,0.23064340744534337,57.474803807502695
A,25.166666666666668,0.23012433422587539,57.474803807502695
A,25.25,0.22960946634833768,57.474803807502695
A,25.333333333333332,0.229098751090234,57.474803807502695
A,25.416666666666668,0.2285921366523295,57.474803807502695
A,25.5,0.22808957209472108,57.474803807502695
A,25.583333333333332,0.22759100715676989,57.474803807502695
A,25.666666666666668,0.22709639281047383,57.474803807502695
A,25.75,0.22660568042630314,57.474803807502695
A,25.833333333333332,0.22611882225835025,57.474803807502695
A,25.916666666666668,0.22563577137910501,57.474803807502695
A,26,0.2251564816050905,57.474803807502695
A,26.083333333333332,0.22468090734304136,57.474803807502695
A,26.166666666666668,0.22420900414609687,57.474803807502695
A,26.25,0.22374072787631635,57.474803807502695
A,26.333333333333332,0.22327603519643482,57.474803807502695
A,26.416666666666668,0.22281488349516435,57.474803807502695
A,26.5,0.22235723081474695,57.474803807502695
A,26.583333333333332,0.22190303571504744,57.474803807502695
A,26.666666666666668,0.22145225781526842,57.474803807502695
A,26.75,0.2210048569718322,57.474803807502695
A,26.833333333333332,0.22056079376437371,57.474803807502695
A,26.916666666666668,0.22012002941878536,57.474803807502695
A,27,0.2196825257419672,57.474803807502695
A,27.083333333333332,0.21924824498911982,57.474803807502695
A,27.166666666666668,0.21881715040015087,57.474803807502695
A,27.25,0.21838920539074055,57.474803807502695
A,27.333333333333332,0.21796437402960361,57.474803807502695
A,27.416666666666668,0.21754262096331944,57.474803807502695
A,27.5,0.21712391135736869,57.474803807502695
A,27.583333333333332,0.21670821076334376,57.474803807502695
A,27.666666666666668,0.21629548565243853,57.474803807502695
A,27.75,0.21588570261874451,57.474803807502695
A,27.833333333333332,0.21547882884604444,57.474803807502695
A,27.916666666666668,0.21507483203803021,57.474803807502695
A,28,0.21467368036180529,57.474803807502695
A,28.083333333333332,0.21427534231627862,57.474803807502695
A,28.166666666666668,0.21387978726273918,57.474803807502695
A,28.25,0.21348698465043758,57.474803807502695
A,28.333333333333332,0.21309690444681678,57.474803807502695
A,28.416666666666668,0.21270951708272162,57.474803807502695
A,28.5,0.21232479341128069,57.474803807502695
A,28.583333333333332,0.21194270457051981,57.474803807502695
A,28.666666666666668,0.21156322252013593,57.474803807502695
A,28.75,0.21118631925991369,57.474803807502695
A,28.833333333333332,0.21081196725765527,57.474803807502695
A,28.916666666666668,0.21044013940038642,57.474803807502695
A,29,0.21007080895575997,57.474803807502695
A,29.083333333333332,0.20970394943224138,57.474803807502695
A,29.166666666666668,0.20933953511615491,57.474803807502695
A,29.25,0.20897754029931606,57.474803807502695
A,29.333333333333332,0.20861793969768053,57.474803807502695
A,29.416666666666668,0.2082607084040595,57.474803807502695
A,29.5,0.20790582186039278,57.474803807502695
A,29.583333333333332,0.20755325570690522,57.474803807502695
A,29.666666666666668,0.2072029863240536,57.474803807502695
A,29.75,0.20685499006755445,57.474803807502695
A,29.833333333333332,0.20650924367796064,57.474803807502695
A,29.916666666666668,0.20616572423547702,57.474803807502695
A,30,0.20582440914135131,57.474803807502695
A,30.083333333333332,0.20548527595752922,57.474803807502695
A,30.166666666666668,0.2051483029531545,57.474803807502695
A,30.25,0.2048134683460559,57.474803807502695
A,30.333333333333332,0.20448075070354857,57.474803807502695
A,30.416666666666668,0.20415012890013012,57.474803807502695
A,30.5,0.2038215821058571,57.474803807502695
A,30.583333333333332,0.20349508961839977,57.474803807502695
A,30.666666666666668,0.2031706314136848,57.474803807502695
A,30.75,0.20284818739276864,57.474803807502695
A,30.833333333333332,0.2025277377743197,57.474803807502695
A,30.916666666666668,0.20220926305594583,57.474803807502695
A,31,0.20189274400744195,57.474803807502695
A,31.083333333333332,0.20157816159168057,57.474803807502695
A,31.166666666666668,0.2012654971696686,57.474803807502695
A,31.25,0.20095473220727417,57.474803807502695
A,31.333333333333332,0.2006458484346654,57.474803807502695
A,31.416666666666668,0.20033882783623494,57.474803807502695
A,31.5,0.20003365261720543,57.474803807502695
A,31.583333333333332,0.19973030517885704,57.474803807502695
A,31.666666666666668,0.1994287682773557,57.474803807502695
A,31.75,0.19912902476015337,57.474803807502695
A,31.833333333333332,0.19883105771506696,57.474803807502695
A,31.916666666666668,0.19853485046125738,57.474803807502695
A,32,0.1982403865212414,57.474803807502695
A,32.083333333333336,0.19794764958909672,57.474803807502695
A,32.166666666666664,0.19765662369440734,57.474803807502695
A,32.25,0.1973672929399643,57.474803807502695
A,32.333333333333336,0.19707964164915134,57.474803807502695
A,32.416666666666664,0.19679365435175125,57.474803807502695
A,32.5,0.19650931577104172,57.474803807502695
A,32.583333333333336,0.19622661077630132,57.474803807502695
A,32.666666666666664,0.19594552455589881,57.474803807502695
A,32.75,0.19566604235524826,57.474803807502695
A,32.833333333333336,0.19538814962271597,57.474803807502695
A,32.916666666666664,0.19511183199185075,57.474803807502695
A,33,0.19483707527856617,57.474803807502695
A,33.083333333333336,0.19456386542342527,57.474803807502695
A,33.166666666666664,0.19429218867092304,57.474803807502695
A,33.25,0.19402203130830192,57.474803807502695
A,33.333333333333336,0.19375337980991914,57.474803807502695
A,33.416666666666664,0.19348622081703412,57.474803807502695
A,33.5,0.19322054114179277,57.474803807502695
A,33.583333333333336,0.19295632770273166,57.474803807502695
A,33.666666666666664,0.19269356770856857,57.474803807502695
A,33.75,0.19243224839792711,57.474803807502695
A,33.833333333333336,0.19217235718236847,57.474803807502695
A,33.916666666666664,0.19191388162468301,57.474803807502695
A,34,0.19165680944638017,57.474803807502695
A,34.083333333333336,0.19140112846069848,57.474803807502695
A,34.166666666666664,0.19114682675786432,57.474803807502695
A,34.25,0.19089389244664073,57.474803807502695
A,34.333333333333336,0.19064231379602142,57.474803807502695
A,34.416666666666664,0.19039207921267581,57.474803807502695
A,34.5,0.19014317724967439,57.474803807502695
A,34.583333333333336,0.18989559653988911,57.474803807502695
A,34.666666666666664,0.18964932598068643,57.474803807502695
A,34.75,0.18940435447787571,57.474803807502695
A,34.833333333333336,0.18916067108608256,57.474803807502695
A,34.916666666666664,0.18891826498578604,57.474803807502695
A,35,0.1886771254917855,57.474803807502695
A,35.083333333333336,0.18843724194499101,57.474803807502695
A,35.166666666666664,0.18819860403267408,57.474803807502695
A,35.25,0.18796120142168862,57.474803807502695
A,35.333333333333336,0.18772502385764095,57.474803807502695
A,35.416666666666664,0.18749006122614273,57.474803807502695
A,35.5,0.18725630353326964,57.474803807502695
A,35.583333333333336,0.18702374082287271,57.474803807502695
A,35.666666666666664,0.18679236345433792,57.474803807502695
A,35.75,0.18656216176937079,57.474803807502695
A,35.833333333333336,0.18633312617480033,57.474803807502695
A,35.916666666666664,0.18610524720867189,57.474803807502695
A,36,0.18587851552220269,57.474803807502695
A,36.083333333333336,0.18565292179422563,57.474803807502695
A,36.166666666666664,0.18542845700548793,57.474803807502695
A,36.25,0.18520511211836757,57.474803807502695
A,36.333333333333336,0.18498287814942965,57.474803807502695
A,36.416666666666664,0.18476174623438213,57.474803807502695
A,36.5,0.18454170762149663,57.474803807502695
A,36.583333333333336,0.18432275357251016,57.474803807502695
A,36.666666666666664,0.18410487564071121,57.474803807502695
A,36.75,0.18388806536009003,57.474803807502695
A,36.833333333333336,0.18367231430915837,57.474803807502695
A,36.916666666666664,0.18345761417524073,57.474803807502695
A,37,0.18324395675560298,57.474803807502695
A,37.083333333333336,0.18303133385026002,57.474803807502695
A,37.166666666666664,0.18281973753993033,57.474803807502695
A,37.25,0.18260915988587806,57.474803807502695
A,37.333333333333336,0.18239959298505254,57.474803807502695
A,37.416666666666664,0.18219102903523784,57.474803807502695
A,37.5,0.18198346033814358,57.474803807502695
A,37.583333333333336,0.18177687919265248,57.474803807502695
A,37.666666666666664,0.18157127816553148,57.474803807502695
A,37.75,0.18136664980501233,57.474803807502695
A,37.833333333333336,0.18116298668699365,57.474803807502695
A,37.916666666666664,0.18096028148119514,57.474803807502695
A,38,0.18075852695497557,57.474803807502695
A,38.083333333333336,0.18055771586652944,57.474803807502695
A,38.166666666666664,0.18035784123861975,57.474803807502695
A,38.25,0.18015889606279806,57.474803807502695
A,38.333333333333336,0.17996087336031816,57.474803807502695
A,38.416666666666664,0.1797637662375024,57.474803807502695
A,38.5,0.17956756789244618,57.474803807502695
A,38.583333333333336,0.17937227150868593,57.474803807502695
A,38.666666666666664,0.17917787053045378,57.474803807502695
A,38.75,0.17898435836018911,57.474803807502695
A,38.833333333333336,0.17879172843143895,57.474803807502695
A,38.916666666666664,0.17859997425491753,57.474803807502695
A,39,0.17840908942763703,57.474803807502695
A,39.083333333333336,0.17821906752774974,57.474803807502695
A,39.166666666666664,0.17802990238868172,57.474803807502695
A,39.25,0.17784158779495438,57.474803807502695
A,39.333333333333336,0.17765411756197247,57.474803807502695
A,39.416666666666664,0.17746748557543818,57.474803807502695
A,39.5,0.17728168580224049,57.474803807502695
A,39.583333333333336,0.17709671218703393,57.474803807502695
A,39.666666666666664,0.17691255892310345,57.474803807502695
A,39.75,0.17672922015059256,57.474803807502695
A,39.833333333333336,0.17654669003899862,57.474803807502695
A,39.916666666666664,0.17636496282213457,57.474803807502695
A,40,0.17618403281022693,57.474803807502695
A,40.083333333333336,0.17600389428867694,57.474803807502695
A,40.166666666666664,0.17582454178392981,57.474803807502695
A,40.25,0.17564596976741592,57.474803807502695
A,40.333333333333336,0.17546817273736401,57.474803807502695
A,40.416666666666664,0.17529114525109815,57.474803807502695
A,40.5,0.17511488193789673,57.474803807502695
A,40.583333333333336,0.1749393774002832,57.474803807502695
A,40.666666666666664,0.17476462647353039,57.474803807502695
A,40.75,0.17459062393795224,57.474803807502695
A,40.833333333333336,0.17441736459730983,57.474803807502695
A,40.916666666666664,0.17424484330989637,57.474803807502695
