time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,6.073441670561316969e-17,2.530094748300749110e-14,5.959282504834657331e-20,5.523225157637245598e-21
2.000000000000000000e+00,2.576128333178615935e-16,4.724500673497886909e-14,1.079394608481815340e-19,1.278943916594619585e-20
3.000000000000000000e+00,5.932131357322780394e-16,6.935257204438638217e-14,1.733422213461523815e-19,2.057466846056293010e-20
4.000000000000000000e+00,1.028427357430790385e-15,8.962629887874827610e-14,2.507040642027429106e-19,2.368876017840962199e-20
5.000000000000000000e+00,1.591602468380936570e-15,1.099727501412029159e-13,3.043660149762434665e-19,2.991694361410300878e-20
6.000000000000000000e+00,2.230465842538952859e-15,1.290034873070409869e-13,3.813665789901039624e-19,3.199300475933413872e-20
7.000000000000000000e+00,2.997719817485984861e-15,1.482902964027830779e-13,4.552601449564861910e-19,3.406906590456526865e-20
8.000000000000000000e+00,3.895028040030450884e-15,1.678315914345407357e-13,5.541301215836044560e-19,4.081626462656643191e-20
9.000000000000000000e+00,4.943597790363346679e-15,1.878810653413854077e-13,6.023006339476085441e-19,4.704444806225982171e-20
1.000000000000000000e+01,6.062574300280521538e-15,2.068906559220442837e-13,6.595994584045914707e-19,6.066859932783910213e-20
1.100000000000000000e+01,7.112177504944176246e-15,2.230524623098556195e-13,7.341674115440696909e-19,6.066859932783910213e-20
1.200000000000000000e+01,7.980512206666643376e-15,2.352647474169845630e-13,7.967890776172749188e-19,6.689678276353249193e-20
1.300000000000000000e+01,8.615500893741828693e-15,2.434615603309035233e-13,8.698155743611051445e-19,7.104890505399473976e-20
1.400000000000000000e+01,9.091490945383165095e-15,2.491338674729015760e-13,9.087373483512203992e-19,8.142921078015040147e-20
1.500000000000000000e+01,9.461743592500528081e-15,2.531921615010993286e-13,9.869662604303629312e-19,8.142921078015040147e-20
1.600000000000000000e+01,9.752276124536530695e-15,2.561644462141892520e-13,1.025888034420478378e-18,9.180951650630603910e-20
1.700000000000000000e+01,9.982849905608127461e-15,2.583861593195759474e-13,1.095253572224644003e-18,9.596163879676828693e-20
1.800000000000000000e+01,1.017014740325042038e-14,2.600749784784475685e-13,1.174060530452154858e-18,9.803769994199941687e-20
1.900000000000000000e+01,1.031876856255581280e-14,2.613786654547435008e-13,1.216835945431390533e-18,1.001137610872305468e-19
2.000000000000000000e+01,1.044530998541768462e-14,2.624008385158417104e-13,1.340152457083240875e-18,1.063419445229239366e-19
2.100000000000000000e+01,1.055136631946806476e-14,2.632107527282039510e-13,1.397186343722221581e-18,1.146461891038484563e-19
2.200000000000000000e+01,1.063840954713652497e-14,2.638623318840372023e-13,1.458266553399778815e-18,1.146461891038484563e-19
2.300000000000000000e+01,1.071431477442125326e-14,2.643883531903690847e-13,1.517612624632231850e-18,1.219124031121573931e-19
2.400000000000000000e+01,1.077689856071839109e-14,2.648194791957094492e-13,1.613568285261327811e-18,1.260645254026196529e-19
2.500000000000000000e+01,1.083148457581487419e-14,2.651750061590342473e-13,1.662124161724244018e-18,1.291786171204663538e-19
2.600000000000000000e+01,1.087844081531809630e-14,2.654718513484868956e-13,1.740353073803386742e-18,1.312546782656974717e-19
2.700000000000000000e+01,1.092098110753261429e-14,2.657205880566568968e-13,1.790835770760862678e-18,1.395589228466220155e-19
2.800000000000000000e+01,1.095625961976126341e-14,2.659299392499306995e-13,1.929566846369194698e-18,1.489011980001620702e-19
2.900000000000000000e+01,1.098933015834555970e-14,2.661062489038620154e-13,1.957313061490861102e-18,1.499392285727776532e-19
3.000000000000000000e+01,1.101867167477495073e-14,2.662571826555783830e-13,2.040166342756948099e-18,1.551293814358554720e-19
3.100000000000000000e+01,1.104060421297551511e-14,2.663872341544302578e-13,2.093731952505720601e-18,1.592815037263177319e-19
3.200000000000000000e+01,1.106307647806692213e-14,2.665014257143977774e-13,2.132268362396924026e-18,1.623955954441644087e-19
3.300000000000000000e+01,1.108540154491537135e-14,2.665971140123335407e-13,2.236316669103172463e-18,1.686237788798577865e-19
3.400000000000000000e+01,1.110272187150328839e-14,2.666827576823091803e-13,2.291809099346505271e-18,1.706998400250889285e-19
3.500000000000000000e+01,1.111768702620389794e-14,2.667562420658068261e-13,2.411657334108147217e-18,1.769280234607823062e-19
3.600000000000000000e+01,1.113152366104183836e-14,2.668207391506032580e-13,2.447110831208054460e-18,1.831562068964756840e-19
3.700000000000000000e+01,1.114585095668963444e-14,2.668767776013281079e-13,2.558095691694719691e-18,1.883463597595535269e-19
3.800000000000000000e+01,1.115792121261209226e-14,2.669275294057581054e-13,2.603183291267427694e-18,1.945745431952469046e-19
3.900000000000000000e+01,1.116822508961906907e-14,2.669719372346343405e-13,2.703763321083468120e-18,1.987266654857091645e-19
4.000000000000000000e+01,1.117784204149224700e-14,2.670121157464747846e-13,2.721104705534509719e-18,2.028787877761714244e-19
4.100000000000000000e+01,1.118794965417528217e-14,2.670480649412793872e-13,2.793938520228883741e-18,2.080689406392492432e-19
4.200000000000000000e+01,1.119805726685831576e-14,2.670787274897891879e-13,2.848660222274392503e-18,2.122210629297115031e-19
4.300000000000000000e+01,1.120453398954841651e-14,2.671078040444105479e-13,2.960030446859969564e-18,2.142971240749426210e-19
4.400000000000000000e+01,1.121277709115399669e-14,2.671315939527371061e-13,3.001264405443557341e-18,2.184492463654049049e-19
4.500000000000000000e+01,1.122062766411169360e-14,2.671548551964341841e-13,3.073327491940107317e-18,2.215633380832516058e-19
